TSid,dataSetName,collectionName,archiveType,pub1_authors,pub1_year,pub1_journal,pub1_DOI,pub1_citation,pub1_title,pub2_authors,pub2_DOI,pub2_citation,lat,long,elevation,siteName,subRegion,minYear,maxYear,proxy,variableName,units,description,paleoDataNotes,climateVariable,climateVariableDetail,seasonality,direction,basis,equation,calibrationDOI,uncertainty,uncertaintyType,calibrationNotes,useInGlobalHolocene,QC comments,originalDataURL,lipdverseLink
TSid,dataSetName,collectionName,archiveType,pub1_authors,pub1_year,pub1_journal,pub1_DOI,pub1_citation,pub1_title,pub2_authors,pub2_DOI,pub2_citation,lat,long,elevation,siteName,subRegion,minYear,maxYear,proxy,variableName,units,description,paleoDataNotes,climateVariable,climateVariableDetail,seasonality,direction,basis,equation,calibrationDOI,uncertainty,uncertaintyType,calibrationNotes,useInGlobalHolocene,QC comments,originalDataURL,lipdverseLink
,hjort.Schmidt.2011,,lake,,2011,,,,,,,,76.433,-18.767,114,hjort,,488,9773,,CCA1,sd units,,,T,air,SUMMER,,,,,,,,,,https://www.ncdc.noaa.gov/paleo-search/study/15444,
,hudson.Clegg.2011,,lake,,2011,,,,,,,,61.9,-145.6667,657,hudson,,-27.94169,9574,,Temp,deg c,,,T,air,JUL,,,,,,,,,,https://www.ncdc.noaa.gov/paleo-search/study/15444,
,k2.Fallu.2005,,lake,,2005,,,,,,,,58.7347,-65.9342,167,k2,,-48,6717.176446,,Temp,c,,,T,air,JUL,,,,,,,,,,https://www.ncdc.noaa.gov/paleo-search/study/15444,
,moose.Clegg.2010,,lake,,2010,,,,,,,,61.374,-143.5988,437,moose,,-20.03483,6007.664,,Temp,deg c,,,T,air,JUL,,,,,,,,,,https://www.ncdc.noaa.gov/paleo-search/study/15444,
,moose.Clegg.2010,,lake,,2010,,,,,,,,61.374,-143.5988,437,moose,,-20.03483,6007.664,,thickness,mm,,,,,,,,,,,,,,,https://www.ncdc.noaa.gov/paleo-search/study/15444,
,quartz.Wooller.2012,,lake,,2012,,,,,,,,64.206,-145.814,293,quartz,,777,10949,,Temp,Â°c,,,T,air,JUL,,,,,,,,,,https://www.ncdc.noaa.gov/paleo-search/study/15444,
,quartz.Wooller.2012,,lake,,2012,,,,,,,,64.206,-145.814,293,quartz,,777,10949,,error,c,,,,,,,,,,,,,,,https://www.ncdc.noaa.gov/paleo-search/study/15444,
,rainbow.Clegg.2011,,lake,,2011,,,,,,,,60.7167,-150.8,63,rainbow,,-54,13505.54427,,Temp,deg c,,,T,air,JUL,,,,,,,,,,https://www.ncdc.noaa.gov/paleo-search/study/15444,
,screaminglynx.Clegg.2011,,lake,,2011,,,,,,,,66.0667,-145.4,223,screaminglynx,,-43,10611,,Temp,deg c,,,T,air,JUL,,,,,,,,,,https://www.ncdc.noaa.gov/paleo-search/study/15444,
,screaminglynx.Clegg.2011,,lake,,2011,,,,,,,,66.0667,-145.4,223,screaminglynx,,-43,10611,,thickness,mm,,,,,,,,,,,,,,,https://www.ncdc.noaa.gov/paleo-search/study/15444,
,trout.Irvine.2012,,lake,,2012,,,,,,,,68.828,-138.75,150,trout,,1783.99,15424.5,,Temp,Â°c,,,T,air,JUL,,,,,,,,,,https://www.ncdc.noaa.gov/paleo-search/study/15444,
,trout.Irvine.2012,,lake,,2012,,,,,,,,68.828,-138.75,150,trout,,63,9883.85,,Temp,Â°c,,,T,air,JUL,,,,,,,,,,https://www.ncdc.noaa.gov/paleo-search/study/15444,
,trout.Irvine.2012,,lake,,2012,,,,,,,,68.828,-138.75,150,trout,,63,15424.5,,Temp,Â°c,,,T,air,JUL,,,,,,,,,,https://www.ncdc.noaa.gov/paleo-search/study/15444,